accidental,意外发生的，偶然的：unexpectedly; 附带的，不重要的：not being a vital part,
faze,打扰，使尴尬：disturb the composure,
gratify,使满足：desired please,
outmaneuver,以谋略取胜：overcome,
vague,表达不清的：not clearly expressed；轮廓不清晰的：lacking definite shape,
metamorphose,（使）变形：change,
babble,"发出含糊无意义的嘟囔声，胡乱说：utter, meaningless; 闲聊：rambling conversation",
plateau,高原：raised above；稳定时期，平台期：stable level,
parry   ,躲避（问题）：evade,
plethora,过量，过剩：excess,
bluster,狂妄自大地大声说：loudly arrogant; 大声吹嘘，恐吓：loudly; 喧闹的状态：noisy,
clog  = obstacle,"阻碍物：something, movement, progress difficult; 阻碍：difficulty; 堵塞：prevent, through",
denigrate,诋毁，污蔑：scornfully,
maculate,使有斑点，弄脏；玷污，损坏：spot (imaculate),
obliterate,除去：remove,
caprice,"一时冲动的决定：impulsive change; 反复无常，善变：change, impulsively",
beset,使苦恼，骚扰：cause persistent suffering；攻击，袭击：set upon,
dramatic,显著的，惹人注意的：striking,
sin,罪恶的事：highly reprehensible,
clarity = lucidity,"清晰，清楚：clear, lucidity; 清澈透明:easily seen through",
jape,嘲弄：mockingly,
penitent,悔过的：regretful,
hortative,鼓励的：exhortation,
baroque,"装饰华丽的，过分雕琢的，复杂的：extravagance, complexity, flamboyance; （程度上）过分的：beyond, limit",
agape,急切盼望的：eagerly awaiting ,
redundant,多余的，冗余的：exceeding necessary,
hoard,贮藏，秘藏：keep hidden,
puissance,权力：power,
proffer,献出，提供：offer,
plush,（味道等）浓郁的：abundance quality；奢华的，豪华的：notably luxurious,
fallacious,谬误的，不合逻辑的：containing fallacy；欺骗性的：tending to deceive,
ponderable,有价值的，值得考虑的：considerable,
bore,令人讨厌的人或事物：causes boredom；使厌倦，使厌烦：make weary,
catalyze,成为···的导火索，导致：be the cause of,
manipulate,巧妙操作：skillful；巧妙处理，暗中操控：deviously,
impassive,冷漠的，无感情的：no sign of feeling,
embrace,"乐于接受：willingly, eagerly；保围：surround",
trickle,一滴一滴地流，缓缓地流：fall in drops,
harsh,粗糙的，不具有美感的：coarse rough disagreeable sense；严厉的：exacting,
gist,要点：main point,
refute,否认：declare not to be true；证明为假，证伪：prove wrong,
subservient,奉承的，屈从的：obsequiously,
supercilious,高傲的，傲慢的：haughty,
obstreperous,难驾驭的，任性的：unruly；吵闹的：loud and insistent cries,
affectation,"虚伪，做作：not natural, not genuinely felt",
virtuous,品德高尚的，正直的：showing moral excellence,
bane,祸根：ruin; 有害物质：kill or injure a living thing,
fetter,枷锁，限制：limits one’s freedom；束缚：restrain from motion,
imperious,爱发号施令的：ordering people；傲慢的，专横呃：arrogantly domineering；迫切的：compelling,
peripheral,外围的：boundary or periphery；辅助性的：supply,
deadpan,无趣的，无生气的，不活泼的：impassively ,
incumbent,义不容辞的，必须的：obligation duty,
sanctimonious,假装虔诚的：hypocritically pious,
dodder,蹒跚，颤巍巍地行进：progress unsteadily,
deposit,自然积累，沉积，矿藏：accumulation；存钱：put in account,
accomplish,实现，完成：completion,
snobbish,谄上傲下的，自大的：offensive air of superiority,
crestfallen,垂头丧气的，沮丧的：depressed,
hallmark,典型的特征：conspicuous feature,
malevolent,"恶意的，恶毒的：vicious ill will, spite，hatred",
snub,轻视，不理睬：contempt or neglect,
quarantine,隔离：isolation,
timely,及时的，无拖延的：without delay；恰到好处的，合乎时宜的：appropriate,
expire,断气，死亡：die；到期：come to an end,
raze,摧毁，粉碎：destroy completely,
sere,"干枯的，凋萎的：dried, withered",
turbid,混浊的：deficient in clarity,
bait,"逗弄，激怒：persecute, exasperate; 引诱：lead away; 诱饵：something, luring",
vitiate,削弱，损害：reduce the value；（在道德、审美上）降低，堕落：debase in moral,
persevere,坚持不懈，不屈不挠：persist,
plod,沉重缓慢地走：walk heavily,
sluggish,缓慢的，迟缓的：slow in movement；迟钝的，反应慢的：slow to respond,
probity,正直：moral standards,
hoodwink,欺骗：deceptive,
crest,顶部，浪尖，山顶,
stoic,隐忍的，冷静的：unaffected by pleasure or pain,
surcharge,过高收费：charge much,
precipice,悬崖峭壁：steep,
tenable,"有据可依的，无懈可击的：capable defended, reasonable",
maelstrom,漩涡：violent whirlpool；混乱、动荡的局势：turbulent,
versatile,多才多艺的，全能的：different things；易改变的：fluctuating readily,
spartan,简朴的，节约的：simplicity,
needy,贫穷的：impoverished,
garble,曲解，篡改，混淆（以至使无法理解）：distort misleading；筛选，除杂：remove,
threadbare,陈腐的：hackneyed；贫穷的：lacking possessions；破烂的：worn or torn,
interrogate,质问，审问：question formally,
stifle,抑制（声音、呼吸等）；阻止，扼杀：hold back,
minute,仔细的，谨小慎微的：careful scrutiny；小的，不重要的：of small importance,
elevate,（在道德、智力、文化水平上）提升：improve；使兴奋：raise spirits,
ravish,使陶醉，使沉迷：overcome with emotion,
argot,"隐语，黑话，行话：specialized, particular",
exude,分泌，流出：flow forth,
pillar,柱子：support；（物质、精神等方面的）支柱：support,
bruit = disseminate,"（未经证实地）散播（消息）：make, the subject of common talk",
abstract,"做总结，概括：abstract, summarize; 使分心：away, attention",
prevaricate,支吾其词，撒谎：evade truth,
cipher,"无影响或无价值的人：no importance, influence; 计算（价值）：determine, mathematical operations; 密码：conceal",
sordid,肮脏的，不干净的：not clean；卑鄙的：baseness,
wit,机智，智慧：ability to understand；智者，有智慧的人：intelligence,
erudite,博学的：learned,
opprobrious,辱骂的：reproach；臭名昭著的，令人鄙视的：infamous,
exquisite,程度强烈的：extreme；精致精巧的：refined taste,
rapacious,食量大的，贪食的：huge appetite；过度贪婪的：covetous,
audacious,"大胆的，（但往往）愚勇的：fearlessly, recklessly; 蔑视（法律、礼节）的，无礼的：contemptuous of law; 乐于冒险的：take risks; 大胆创新的：verve",
forebear,祖先：an ancestor,
lavish,奢侈的，大量的，无节制的：extravagance and profusion；挥霍，浪费：give readily carelessly,
repel,抵制：fight against；使厌恶：cause aversion,
remorse,懊悔，悔恨：bitter regret,
retaliate,报复，反击：pay back,
recidivate,回到原先的习惯，尤指重新犯罪：return to criminal habits,
assuage,"缓和，减轻：lessen, intensity; 平息，抚慰：pacify, calm; 使满足：satisfying",
jolt,突然移动：move sudden；惊吓：unpleasant surprise,
grandiloquent,"（语言等）浮夸的：extravagantly, bombastic",
repertoire,（技术、设备或原料等的）详单：complete list,
interlock,连锁，连结：joined closely,
rivulet,小河，小溪：small stream,
conviction,深信，确信：being convinced；证明有罪：proved guilty,
quixotic,不切实际的，空想的：more by ideals than by reality,
infatuate,使迷恋：inspire unreasoning love,
notoriety,（尤指因为丑闻而出名的）名人：widely known something bad；坏名声：ill fame,
methodical,井然有序的，有条理的：systematic order,
palmy,繁荣的：prosperity,
bifurcate,（使）分成两支：two branches,
lubricate,使润滑：reduce friction,
balm,"香油，止痛膏，安慰物：sweet-smelling oil, soothe; 香气：pleasant smell",
incendiary,煽动者：person who stirs up；煽动性的：tending to inflame,
crucial,非常重要的，决定性的：extremely significant,
foreword,前言：preface,
laudatory,表示赞扬的：praise,
somber,昏暗的，无光的：shaded；悲伤的，不愉快的：lacking in cheer,
conservative,守旧的，不愿改变的：oppose change；不招摇的，低调的：not showy；谨慎小心的：close attentiveness,
flock,人群，兽群：creatures massed together；聚集，集体行动：travel in a flock,
noxious,"有害的，有毒的：harmful, injurious to health；产生强烈厌恶的：causing intense displeasure",
denounce,公开指责：public or formal disapproval；宣称…道德上错误、可耻：morally wrong,
thwart,阻挠：oppose,
tact,"机敏，精明，不冒犯：keen sense, maintain good relations",
bully,欺凌弱小者：intimidating manner; 最好的，最棒的：best,
protract,"延长，拖长：lengthen, prolong",
murky,黯淡的，昏暗的：without light；模糊的，晦涩的：lacking clarity,
overwhelm,淹没：cover；（感情上、精神上）使无所适从，使难以忍受：subject to mental stress,
ballad,（由简单诗节和叠句组成的）民歌：poem,
creep,缓慢地行进：slowly；匍匐前进：body close to the ground,
diurnal,白天发生或行动的：daytime；每天的：every day；期刊：publication at regular intervals,
repartee,机智的回答：witty response；打趣，善意的玩笑：good-natured teasing,
stickler,坚持细节的人，一丝不苟的人：insist on exactness,
cachet*,威望，声望：mark or quality,
gash,深长的伤口或切口：deep cut；砍伤，切开：make gash,
versed,熟知的：having information；精通的：exceptional knowledge,
burgeon,"迅速成长扩大，蓬勃发展：grow, rapidly, flourish",
smarmy,虚情假意的，过分恭维的：hypocritically,
infinite,无尽的，无限的：no boundaries,
transparent,透明的：capable of transmitting light；没有歧义的，清晰易懂的：not subject to misinterpretation,
coop,监禁，困于…之中：confine,
stamina,耐力：moral strength；,
charade,装模作样：intended to deceive; 动作字谜：represented in pantomime,
unanimous,一致同意的：consent of all,
rave,狂热赞扬：exaggerated display of affection；（发疯般的）怒吼：talk as if in delirium,
bland,味道平淡的，不刺激的：soothing; 无趣的：dull; 温和的，和蔼的：not harsh,
barbarous,野蛮的，凶残的：mercilessly; 未开化的：uncivilized,
gaffe,（社交上）失礼，失态：social blunder；明显的错误，错误判断：blatant mistake,
salient,显著的，最突出的：conspicuously,
immune,不易被感染的，有免疫力的：having resistance to infection；不受影响的：not affected by influence；不受约束的，免除的：not subject to an obligation,
tirade,长篇抨击性演讲：angry censorious or denunciatory,
naysay,"拒绝，否认：oppose, deny",
accommodate,"提供所需（例如服务、借贷、寄宿）：provide; 改变以适应新情况、新场景：make, suitable;使和谐：free of conflicts",
restitution,补偿，赔偿：for some injury,
depreciate,"贬低…的价值：lower value；轻视：lower estimation, esteem",
aloof,孤高的，不合群的：distant,
aggregate,"集合体：units or parts, associated; 集合，聚焦：collect or gather",
disgorge,"呕吐出：discharge, vomit；被迫放弃：give up",
array,排列，阵列：arrangement；排列，摆放：arrange or display；装饰，装修：dress or decorate,
pen,监狱：confinement；关押，监禁：close,
scrawl,乱涂，潦草地写：write carelessly,
venial,可宽恕的：easily excused,
imperative,命令：must be obeyed；命令的，强制性的：forcing one’s compliance；迫切的：needing immediate attention；必要的：impossible to do without,
residue,剩余物：remains,
spat,（小的）争吵：quarrel,
stupor,迟钝，麻痹，无知觉：suspended sense,
eccentric,行为出格的，不循规蹈矩的：deviating conventional,
heckle,起哄，使难堪：harass,
disinter,（从墓地里）掘出：take out ,
chivalrous,有骑士风度的，（尤指对女性）彬彬有礼的：gracious courtesy and high-minded consideration,
extant,"现存的：not destroyed, extinct",
blackmail,敲诈，勒索：extortion of money,
playful,爱开玩笑的，好打闹的：joking or teasing,
callow,"不老练的，不成熟的：lacking, experience",
fallible,可能出错的：erroneous,
abdicate,v.正式放弃（权力、责任）：throne,
telling,禁酒：abstinence alcoholic,
disengage,"分开，使脱离：set free, entanglement",
querulous,抱怨的，爱发牢骚的：complaining,
animate,活的：有活力的：life; 使有活力，支持：high-spirited energy; 使行动，驱使：action; 使活灵活现，使栩栩如生：lifelike movement,
antagonize ,"与...敌对，反对：opposition, counteract; 激怒：incur, provoke, hostility",
revive,恢复意识：return to consciousness；再获新生：active again,
foment,助长，煽动：promote the growth,
entrance,"进入权，进入许可：means of entering or participation；使入迷：wonder, enchantment",
secrete,隐藏：conceal；分泌：generate,
tangle,困惑，不解：perplexity；纠缠，使....纠结：in a snare,
copious,丰富的，大量的：abundant,
legend,传奇，传说：popular myth；图例：explanatory list map,
debonair,无忧无虑，不在乎的：freedom from worries or troubles；风度翩翩的：polished and worldly manners,
winsome,迷人的，漂亮的：pleasing and engaging ,
collude,"串通，共谋（做坏事）：together secretly, fraudulent, deceitful, conspire",
portentous,预兆性的，凶兆的：sign of evil,
dolorous,"忧伤的：misery, grief",
proofread,校对：find errors and mark corrections,
cryptic,秘密的：secret；含义模糊的：ambiguous meaning；超出理解能力的：beyond one’s powers to know,
perceptible,可察觉的：being perceived,
fleet,舰队，车队：group of a vehicles；迅速的：with great speed；快速涌过：pass swiftly,
porous,多孔可渗透的：admitting liquid,
ameliorate,"改善，改进：become better, improve",
sophism,假推理，诡辩：deceptive argumentation,
palatial,宫殿般奢华的：ornateness,
deflect,使偏斜，使转向：turn aside from a straight course,
proclivity,癖性，爱好：inclination,
fragile,易碎的：broken；易受伤的，脆弱的：easily injured,
encompass,组成，包含：include；包围：envelop,
venerate,尊敬：regard with respect,
condole,表达同情：sympathetic,
vessel,管：tube body fluid；船，舰艇：watercraft,
gall,（使）焦躁，激怒：irritate；深深的敌意：ill will；大胆，无耻：boldness,
consternation,惊愕，恐慌，恐惧：paralyzing dismay,
foreground,强调，重视：indicate the importance,
reflect,反射：change direction；反映，显露：make manifest；思考：think seriously,
exuberant,"非常高兴的，热情洋溢的：joyously, unrestrained；大量的，充分的：abundance",
doodle,（无目的）地乱涂乱画：aimlessly；漫无目的地打发时光：aimless activity,
quibble,"吹毛求疵：criticize, cavil；牵强之词：微不足道的差别或不切中要点的异议，小反对：minor objection",
largesse,捐赠物：without expectation of a return；慷慨：liberality,
paean,欢乐颂：joyous song praise,
kindred,类似的；具有相似或相近的起源、本性或性质的：similar origin,
genteel,有教养的，不粗俗的：free from vulgarity,
embargo,贸易禁止令：prohibition on commerce,
buck,阻止，反对：refuse assent; 转移，交接：shift possession,
brook,忍受，容许：tolerate; 小溪流：creek,
construct,建造，建立：form；创造，相出：create imagination,
churl,"粗野的人：rude, boorish; 吝啬鬼：mean, stingy",
opportune,合适的，恰当的：convenient,
sullen,闷闷不乐的：lacking in cheer,
hermetic,深奥的：abstruseness,
veritable,真正的，确实的：not false,
skimp,缺乏的，不足的：less plentiful；节省花费，吝啬：give insufficient funds,
hauteur,傲慢，自大：arrogance,
jaundice,（因嫉妒或厌世而产生的）偏见：bias,
authority,"（某领域的）权威人士：a high level of knowledge; 管辖权，控制：lawful control; 影响力：power to direct; （管束他人的）权力：right, control others; 根据，理由：warrant",
comity,"友好，社会和谐：friendly, harmony",
gust,情感爆发：sudden intense expression,
ebullient,热情奔放的：zestfully,
vigilant,警醒的，警惕的：alertly watchful,
perquisite,额外的好处：given in addition,
collaborate,合作：work jointly,
automatic,（机器等）自动的：independent of external influence；自发的，情不自禁的：spontaneously or unconsciously ,
whiff,微风：slight gust；细微的信号，轻微痕迹：imperceptible sign,
designate,任命：to pick for a specific position or duty；命名：give a name to,
exhilarate,"使高兴；使兴奋：cheerful, excited",
stock,库存，储备：inventory；普通的，常备的：commonly used,
scotch,停止：put an end to,
stymie,阻碍：present an obstacle,
tendentious,有偏见的：biased,
abstain,"自我克制，主动戒绝：refrain, by one’s own choice",
clumsy,"笨拙的：lacking, nimbleness, lack, skill; 不文雅的：lacking, grace, inability, graceful; 不精致的：roughly",
alibi,不在场的证明，托辞，借口：excuse,
fretful,易怒的，烦躁的：vexed,
channel,水渠：passageway for water；海峡：between two land masses；将...导入，投入：move to a central point ,
lackluster,黯淡无光泽的：lacking brightness,
abridge,缩短，缩小：shorten；在不改变本意的条件下删减词语，缩写：shorten,
mishap,不幸之事：unfortunate,
aphorism,格言，警句：short witty,
waddle,摇摇摆摆地走:tilt the body from side to side,
brim,边缘，边界：outer margin；充满：full often to overflowing；加满，倒满：as much as can be,
bliss,极度快乐：ecstasy; 极乐世界：place of perfect happiness,
lumber,木材：tree logs；笨拙地行动：clumsiness；使负担（从而拖累）：burden,
fervent,充满感情的，热情洋溢的：great intensity of feeling ,
leery,怀疑的，不信任的：suspicious,
sectarianism,宗派主义，顽固：adherence prejudices,
voluminous,卷数多的，大量的，庞大的：great number,
tyrant,暴君：oppressively or brutally,
reassure,使安心，打消疑虑：restore to confidence,
sage,智者：wisdom,
voluptuous,奢侈逸乐的，沉湎酒色的：enjoyments luxury,
withdraw,撤退：take back,
rankle,激怒：cause anger,
clandestine,"隐藏的，秘密的：secret, illicit, improper",
badinage,打趣，善意的玩笑：banter,
cursory,匆忙的，不注意细节的：excessive or careless speed,
specific,特有的，独特的：exact sort；明确的：clearly expressed,
gild,（带欺骗性地）修改，润色：deceptively attractive,
acclaim,称赞：public acknowledgment or admiration；赞扬，赞颂：approval,
nicety,准确，精准：careful details；细微之处：fine point,
husky,（尤指声音）沙哑的，粗糙的：rough；高大威猛的：muscular,
sophisticated,精明的，老于世故的：worldly knowledge or refinement；复杂的：complex,
rue,后悔，遗憾：feeling of regret,
misdemeanor,轻罪：crime less serious,
rite,惯例，仪式：prescribed form,
avid,"急切渴望的：enthusiasm; 贪婪（钱财）的：eager, for material possessions",
protocol,正确的礼仪规范：correct conduct,
welter,混乱，动乱：disorder,
cumbersome,笨重的，难处理的：difficult to handle,
allay,"减轻：subdue, reduce, intensity or severity",
assert,"断言，肯定地说出：declare, forcefully, aggressively",
preface,序言：preliminary statement,
careen,蹒跚而行。不稳定行走：to lurch or swerve；狂奔，快速运动：rush,
understate,保守陈述：restraint,
inherent,内在的，本质的：essential,
saturate,使饱和，浸透：wet thoroughly,
irreducible,（数）不可约分的：incapable factored,
crease,折痕：folding,
hybrid,杂交品种，混合品种：mixed origin；杂交的：parents of different races,
premeditate*,预谋：think about beforehand,
extravagant,挥霍的：spending money freely；过度的，不必要的：beyond normal acceptable limit,
awash,"被淹没的：by water; （如洪水般）泛滥的：filled, covered, overrun",
implement,工具：device；执行，实施：carry out,
fluky,侥幸的：happening by good luck；偶然的：by chance,
hypothetical,假设，前提条件：starting point；假定的：assumption speculation,
fail-safe,保险措施：to preclude loss or injury；万无一失的：no chance of failure,
fathom,测量（深度）：measure the depth；彻底理解，弄懂：come to understand,
jest,轻浮的态度，戏谑：frivolous,
censorious,挑剔指责的：critical,
circuitous,"迂回的，不直接的：not, forthright, direct; 冗长的：more, necessary",
fitful,无规律的，缺乏周期的：erratic or intermittent ,
reticent,沉默不语的：inclined to be silent；不愿意的：slow to begin,
whet,磨快：sharpen,
daunt,使胆怯，吓到：to lessen the courage,
backhanded,间接的，含沙射影的，虚情假意的：indirect,
epicure,美食家：discriminating tastes,
blueprint,"蓝图，详细计划：architects’ plans; 事先计划：work out, in advance",
rookie,新兵；新生；菜鸟：recruit,
acme,顶点，极点：highest; 最佳典范：most perfect type,
waylay,埋伏，伏击：attack,
transgress,"违背，犯错：fail to keep, commit an offense",
wither,枯萎，凋谢：become sapless,
fumble,笨拙地做：awkward attempts；（无意识的）失误：departure from truth,
crass,粗俗的，愚钝的：unrefined,
encumber,阻碍，妨碍：impede；给…增添负担：place burden,
gibe,嘲弄：taunting words,
gourmet,美食家：connoisseur food,
caricature,"用讽刺歪曲等手法的夸张，漫画，讽刺画：exaggeration; 嘲笑性模仿或夸张：copy, exaggerate",
saddle,使某人担负：load,
damn,（在道德上）谴责：morally wrong or evil；非常地，极其地：great degree,
remnant,残余，剩余物：left over,
flinch,畏缩；退缩：draw back,
mobile,可移动的：capable moving；可变的：changeable,
pithy,精练的，简洁的：brief,
calculated,经过计算（成败得失）的，经过深思熟虑的：reckoning or estimating ,
impetuous,冲动的，性急的，轻率的：impulsive vehemence；剧烈的，猛烈的：violence of movement,
rabble,混乱的人群；暴民；下层群众：disorganized crowd of people,
satirize,讽刺：ridicule,
brazen,蛮横大胆的，厚颜无耻的：contemptuous boldness; 大胆自信地去面对或从事：bold self-assurance,
arduous,难以做到的，费劲的：difficult,
cast,"演员，演员阵容：a set of characters; 选派（演员）：assign, actor; 提出：give off; 抛弃：get rid of",
negation,否定：opposite,
vicarious,代理的，取代的：substitute for another,
circumlocution,"绕圈子说话：unnecessarily, indirect, evasion; 冗长：too many",
roil,搅浑，使混乱：stir up；激怒：displease,
prospect,探查，勘探：go into discovery；期待，期望的事物：looking forward to,
extenuate,减轻罪过：lessen the seriousness,
matriculate,入学；录取：admit or be admitted,
tinker,乱修，乱调整：thoughtlessly,
placebo,安慰性的事物：used to appease or reassure ,
gear,调整（以配合）：adjust,
solid,固态的，坚固的：not easily yield to pressure；有理有据的：sound reasoning；坚定的，不迟疑的：not showing weakness,
invective,侮辱性的：characterized by insult,
brisk ->brick ,充满生机的，有活力的：activity; （言辞或方式）尖刻辛辣的，刻薄的：keen or sharp,
alienate,"使...疏远：unfriendly, hostile,indifferent；转让，让渡：convey or transfer",
adjourn,延期，休会：suspend;,
airtight,"无瑕疵的：no, flaw; 密封的，不透气的：impermeable to air",
motile,能动的：movement,
ancillary,"次要的：secondary importance;辅助的，补充的：auxiliary, supplementary",
impenitent,不悔悟的：not regretful,
exculpate,声明无罪；开脱，使无罪：clear fault guilt,
slovenly,邋遢的，不整洁的：lacking neatness,
disdain,轻视，鄙视：scorn,
propriety,礼节：conformity socially acceptable；适当，得体：suitable or fitting,
embroider,（时常伴有夸张和想象内容地）详细说明：give elaborate account,
talisman,"护身符：bring good luck, keep away evil",
sentinel,哨兵，看守：watches over,
derivative,非原创的：originality,
exacerbate,使加剧，使恶化：severe,
fabricate,捏造：make up；搭建，组建，打造：bring into being by combining,
lurk,潜伏：lie in wait,
adulate,极度谄媚：praise too much,
immaterial,非实体的：not composed of matter；无关的，不重要的：no relevance,
commingle,充分混合：blend,
aver,"声称为真：state, forcefully; （态度强硬而明确地）声明：state clearly",
treacherous,背叛的：betrayal,
havoc,大混乱：out of order；大范围破坏：nonexistent unsound or useless,
rupture,打破；打碎，破裂：part,
disaffected,不满的，叛逆的：discontented,
predestine,预先注定：in advance,
turncoat,"叛徒：switches, traitor",
salve,减轻：缓解：assuage,
canonize,过分宠爱，过分崇拜：admire too much；使崇高，使神圣：high status or value,
rage,暴怒：violent anger,
swill,"痛饮，大口地吃：drink greedily, eat greedily",
veneer,"薄木板，用以贴在家具外面的饰面板：thin surface layer, wood；粉饰（不好的东西）：conceal defect",
calibrate,调整，使标准化：standardize; （根据标准）精确测量：measure precisely,
culpable,该受谴责的，有罪的：deserving blame,
skeptic,"怀疑者：doubts, questions or disagrees",
pitfall,陷阱：capture and hold animals；（不易察觉的）危害：hidden danger,
prolong,延长，拖延：lengthen,
effrontery,"厚颜无耻，放肆大胆：disregard, courtesy",
jocular,"搞笑的，欢乐的：joking, playful",
obloquy,谩骂，诽谤：abusively language；恶名，耻辱：lost the esteem,
deplorable,可鄙的，可耻的：condemnation or reproach；悲惨的，可悲的：cause great distress,
gasification,气化：gas；,
canard,谣传，误传：misleading ,
volatile,多变的：rapid change,
facilitate,使变容易，促进：make easy,
slipshod,"粗心的，随意的：indifference to exactness, precision, and accuracy",
ironclad,非常坚固的，坚不可摧的：unbreakable,
personable,风度翩翩的，吸引人的：attractive,
reign,统治权：right to command；占统治地位或盛行：be predominant,
mordant,尖酸刻薄的：biting caustic,
falter,蹒跚：walk unsteadily；犹豫踌躇：unsteady in purpose or action,
despise,极其不喜欢的：dislike strongly,
immemorial,古老的：from the distant past,
profusion,丰富，大量：abundance；挥霍，浪费：wasteful,
fervid,酷热的：high temperature；热情的：great passion,
petulant,易怒的，爱发脾气的：easily irritated,
disenchant,使清醒：free from illusion,
migratory,迁移的：moving from one region to another,
haunt,常去拜访：frequent；不断地想起，萦绕心头：obsess,
misgiving,担忧，忧虑：doubt,
plumb,测深度：measure the depth；垂直的：vertical；仔细深入地检查；探索，探究：examine deeply,
chauvinistic,盲目爱国的：excessive favoritism,
consensus,一致同意：general agreement,
consummate,专业的，有造诣的：extremely skilled；无纰漏的，完美的：perfect；最高档次的，最大规模的：highest degree,
doff,"脱下：take off, remove",
reverberate,回荡，回响：continue or be repeated sound waves,
judicious,明智的，慎重的：judgment prudent,
estimable,值得尊敬的：admirable;可以估量的,
incense,芳香：pleasant smell；激怒：extremely angry,
miff,使恼怒：annoyed,
exemplary,"榜样的，值得效仿的：being a pattern, imitated；作为警告的：warning",
untoward,"倒霉的，不吉利的：not favorable, unpropitious；难以驯服的，难以驾驭的：resisting control or discipline",
therapeutic,治疗的，有疗效的：treatment disease,
default,不履行义务，玩忽职守：nonperformance,
incontrovertible,无可争议的：not open to question,
ambrosial,（食物）特别美味的，香的：extremely pleasing,
rash,使稀薄：make rare,
truant,"逃避责任（的）；逃避责任者：shirking responsibility, shirks duty",
verse,使精通，使熟悉：familiarize；诗歌：rhythm lyrical effect,
manumit,解放（奴隶）：release from slavery,
retrench,削减开支：curtail expenses,
tangy,刺激的：powerfully stimulating,
supple,"易弯曲的，柔软的：bent, pliant",
gangly,身材瘦长的：tall,
renege,放弃，摒弃：formally reject,
hedonism,享乐主义：doctrine pleasure,
vapid,无趣的，乏味的：lacking interest,
grudge,怨恨，仇恨：ill will,
jabber,"快而不清楚地说：talk rapidly, indistinctly",
run,（不间断的）连续演出：course of performances,
meager,贫乏的：deficient,
sterile,贫瘠的：not productive；无菌的：free from bacteria,
ration,定额供应量，配给量：amount allotted；按比例分配：share or portion,
recalcitrant,顽抗的，不顺从的：resistance defiance,
bristle,怒不可遏，咆哮：anger; 供应充足，充满：copiously,
undermine,"削弱，破坏：weaken, injure, impair",
bellwether,领导者，带头人：lead,
fast,绝食，斋戒：abstaining from food；快速的：quick；忠诚的：firm in one’s allegiance；稳固的，难以拆卸的：firmly positioned,
partisan,跟随者，信徒：follows；（狂热。坚定的）拥护者，支持者：excessively devoted；偏袒的：one side,
evacuate,撤空：empty or remove；撤退：remove,
tenuous,没有实际内容的，空洞的：little substance,
abrade,"磨损，精神上的折磨：wear away, by friction",
incongruent,不全等的；不一致的：not conforming,
bolster,支撑（物）：provide support；鼓励、使有精力：boost,
peremptory,不容反抗的：not allowing contradiction；爱发号施令的：ordering people；傲慢的：feeling of superiority,
dread,恐惧：fear,
flaw,瑕疵，缺点：imperfection；降低，破坏，使不完美：reduce perfection,
satire,讽刺诗，讽刺文学：literary ridicule,
candor,"坦率，直率，诚挚：honest, sincere",
plummet,突然下降：decline suddenly,
flirt,调情：behave amorously；无规则地快速运动：make irregular movements,
tawdry,俗丽的，花哨而庸俗的：gaudy,
soak,使...湿透：make thoroughly wet,
shift,改变...的位置：change position；改变，变化：pass from；交换：in return,
